num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth,unity_height
603,2014-05-23T12:31:18+0000,25,B00000635_21I4N2_20140523_123117,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_603.jpg,g1_a1_sml_603.jpg,2,1,4014,2,1,0.219,-1.004,0.136,0.176,-1.142,-0.297,45696,59113,47735,65535,29.3,2,-33.98937,151.23279,-33.98937 151.23279,0,140,0.36,2.89,45.9,0.6,11.8,1.59,1,1.25,1.688,1,1.156,83.971,-88.56,25.345,0,,-33.98926667,151.2326433,-33.9892666667 151.232643333,295,-74.72974
607,2014-05-23T12:31:47+0000,54,B00000639_21I4N2_20140523_123147,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_607.jpg,g1_a1_sml_607.jpg,2,1,4014,2,1,0.069,-0.961,-0.225,0.109,-0.852,-0.343,37026,43098,28352,65535,34,2,-33.98933,151.23269,-33.98933 151.23269,0,295,1.46,10.24,44.2,0.8,15.3,1.83,2,1.25,1.719,1,1.25,96.027,-81.56,347.94,0,,-33.98933,151.23269,-33.98933 151.23269,295,-76.28757
608,2014-05-23T12:31:54+0000,61,B00000640_21I4N2_20140523_123154,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_608.jpg,g1_a1_sml_608.jpg,2,1,4014,2,1,0.066,-1.043,-0.011,0.088,-0.86,-0.36,36327,42975,29882,65535,34,2,-33.98929,151.23259,-33.98929 151.23259,0,248,0.85,5.96,44.1,0.9,20.48,1.9,1,1.25,1.75,1,1.188,97.563,-83.84,350.28,0,,-33.98931,151.2326033,-33.98931 151.232603333,248,-73.95672
609,2014-05-23T12:32:01+0000,68,B00000641_21I4N2_20140523_123201,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_609.jpg,g1_a1_sml_609.jpg,2,1,4014,2,1,0.181,-0.932,0.015,-0.01,-0.881,-0.478,36315,42315,28673,65535,34,2,-33.98931,151.23253,-33.98931 151.23253,0,84,1.59,11.12,46.3,0.9,16.41,1.92,2,1.25,1.75,1,1.156,97.737,-86.46,352.41,0,,-33.98929,151.2325667,-33.98929 151.232566667,46,-73.18761
613,2014-05-23T12:32:29+0000,96,B00000645_21I4N2_20140523_123229,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_613.jpg,g1_a1_sml_613.jpg,2,1,4014,2,0,-0.005,-0.95,-0.076,-0.221,-0.849,-0.63,36207,40163,26146,65535,34,2,-33.98927,151.23258,-33.98927 151.23258,0,308,0.51,3.55,48.3,0.8,11.03,1.56,2,1.25,1.75,1,1.156,101.31,-88.84,327.58,0,,-33.98927667,151.2325533,-33.9892766667 151.232553333,308,-73.95672
614,2014-05-23T12:32:36+0000,103,B00000646_21I4N2_20140523_123236,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_614.jpg,g1_a1_sml_614.jpg,2,1,4014,2,0,0.023,-0.988,-0.22,-0.166,-0.852,-0.61,37479,41906,27803,65535,34,2,-33.98925,151.23255,-33.98925 151.23255,0,43,0.6,10.72,48.5,0.5,10.86,1.59,2,1.25,1.75,1,1.156,102.22,-88.48,337.62,0,,-33.98923333,151.2325867,-33.9892333333 151.232586667,43,-73.18761
619,2014-05-23T12:32:56+0000,123,B00000651_21I4N2_20140523_123256,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_619.jpg,g1_a1_sml_619.jpg,2,1,4014,2,0,0.023,-0.988,-0.22,-0.166,-0.852,-0.61,36404,40839,27176,65535,34,2,-33.98918,151.23263,-33.98918 151.23263,0,0,0.09,0.09,48.7,1.1,18.04,1.78,1,1.25,1.75,1,1.156,103.66,-91.07,353.02,2,,-33.98920333,151.2326033,-33.9892033333 151.232603333,0,-73.18761
620,2014-05-23T12:32:57+0000,124,B00000652_21I4N2_20140523_123256,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_620.jpg,g1_a1_sml_620.jpg,2,1,4014,2,0,0.023,-0.988,-0.22,-0.166,-0.852,-0.61,36404,40839,27176,65535,34,2,-33.98918,151.23263,-33.98918 151.23263,0,0,0.09,0.09,48.7,1.1,18.04,1.78,2,1.25,1.75,1,1.156,103.66,-91.11,13.047,2,,-33.98917667,151.2325567,-33.9891766667 151.232556667,273,-73.18761
630,2014-05-23T12:34:01+0000,188,B00000662_21I4N2_20140523_123400,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_630.jpg,g1_a1_sml_630.jpg,2,1,4014,2,1,0.034,-0.913,-0.307,-0.443,-0.893,-0.365,34303,36610,21256,65535,34,2,-33.98917,151.23241,-33.98917 151.23241,0,27,0.77,10.02,48.3,0.8,12.68,1.54,2,1.25,1.688,1,1.813,106.54,-90.57,271.62,0,,-33.98914667,151.2325,-33.9891466667 151.2325,27,-72.42243
631,2014-05-23T12:34:14+0000,201,B00000663_21I4N2_20140523_123413,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_631.jpg,g1_a1_sml_631.jpg,2,1,4014,2,1,0.11,-1.096,-0.402,-0.421,-0.906,-0.362,30320,33199,18784,63071,29.6,2,-33.98909,151.23246,-33.98909 151.23246,0,293,1.21,30.24,46.8,1.4,16.33,1.55,2,1.25,1.688,1,1.813,108.65,-88.18,297.71,0,,-33.98911667,151.23242,-33.9891166667 151.23242,269,-73.18761
643,2014-05-23T12:35:21+0000,268,B00000675_21I4N2_20140523_123520,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_643.jpg,g1_a1_sml_643.jpg,2,1,4014,2,1,0.05,-1.017,-0.099,0.009,-0.969,-0.552,59204,61807,39724,65535,36.5,2,-33.98909,151.23239,-33.98909 151.23239,0,331,1.63,11.43,50.1,0.5,39.23,2.76,1,1.25,1.594,1,1.375,94.701,-88.83,358.88,0,,-33.98907333,151.2323367,-33.9890733333 151.232336667,284,-73.18761
646,2014-05-23T12:35:49+0000,296,B00000678_21I4N2_20140523_123549,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_646.jpg,g1_a1_sml_646.jpg,2,1,4014,2,1,0.061,-0.934,-0.145,0.067,-0.879,-0.238,43862,49256,31521,65535,22.2,2,-33.98904,151.23216,-33.98904 151.23216,0,213,1.91,13.34,52.4,1.2,13.26,2.07,1,1.25,1.719,1,1.313,102.97,-88.73,32.033,0,,-33.98909333,151.2321833,-33.9890933333 151.232183333,230,-73.95672
649,2014-05-23T12:36:10+0000,317,B00000681_21I4N2_20140523_123610,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_649.jpg,g1_a1_sml_649.jpg,2,1,4014,2,1,0.016,-1.01,-0.306,0.045,-0.863,-0.422,37931,42550,27995,65535,22.2,2,-33.98915,151.232,-33.98915 151.23200,0,58,0.62,4.31,48,0.8,11.62,1.88,1,1.25,1.719,1,1.219,100.93,-89.93,34.023,0,,-33.98910667,151.2320667,-33.9891066667 151.232066667,58,-74.72974
650,2014-05-23T12:36:17+0000,324,B00000682_21I4N2_20140523_123617,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_650.jpg,g1_a1_sml_650.jpg,2,1,4014,2,1,0.143,-0.863,-0.266,0.07,-0.878,-0.292,34180,37861,24034,65535,22.2,2,-33.98913,151.23204,-33.98913 151.23204,0,289,1.09,9.8,50,0.9,15.78,1.88,1,1.25,1.688,1,1.219,101.95,-87.6,31.471,0,,-33.98912667,151.2319933,-33.9891266667 151.231993333,289,-75.5067
651,2014-05-23T12:36:26+0000,333,B00000683_21I4N2_20140523_123626,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_651.jpg,g1_a1_sml_651.jpg,2,3,4014,2,1,-0.04,-0.9,-0.287,0.058,-0.869,-0.378,35198,37664,23364,65535,22.2,2,-33.9891,151.23194,-33.98910 151.23194,0,276,1.77,19.49,48.4,1.7,16.16,1.9,1,1.25,1.688,1,1.313,104.2,-87.19,28.689,0,,-33.98910333,151.2319033,-33.9891033333 151.231903333,276,-77.07237
652,2014-05-23T12:36:37+0000,344,B00000684_21I4N2_20140523_123637,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_652.jpg,g1_a1_sml_652.jpg,2,1,4014,2,1,0.034,-0.941,-0.211,0.061,-0.885,-0.213,39179,43742,26692,65535,22.2,2,-33.98908,151.23173,-33.98908 151.23173,0,298,1.34,9.41,41.7,1.1,17.38,1.92,1,1.25,1.688,1,1.406,104.09,-84.25,215.58,0,,-33.98907333,151.23177,-33.9890733333 151.23177,298,-78.65375
653,2014-05-23T12:36:44+0000,351,B00000685_21I4N2_20140523_123644,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_653.jpg,g1_a1_sml_653.jpg,2,3,4014,2,1,0.102,-0.981,-0.146,-0.025,-0.916,-0.192,43340,49222,30851,65535,22.2,2,-33.98904,151.23164,-33.98904 151.23164,0,0,1.11,8.9,41.9,0.6,14.02,1.93,1,1.25,1.656,1,1.438,105.49,-85.61,221.33,0,,-33.98902667,151.23167,-33.9890266667 151.23167,0,-80.25082
654,2014-05-23T12:36:52+0000,359,B00000686_21I4N2_20140523_123652,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_654.jpg,g1_a1_sml_654.jpg,2,3,4014,2,1,-0.043,-0.757,-0.147,0.066,-0.881,-0.228,36970,40267,25994,65535,22.2,2,-33.98896,151.23164,-33.98896 151.23164,0,305,0.67,11.38,42.3,1.1,15.66,1.9,1,1.25,1.656,1,1.25,101.06,-85.85,34.23,0,,-33.98896667,151.2316067,-33.9889666667 151.231606667,305,-81.05524
655,2014-05-23T12:37:09+0000,376,B00000687_21I4N2_20140523_123709,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_655.jpg,g1_a1_sml_655.jpg,2,3,4014,2,0,0.17,-0.984,-0.184,0.09,-0.867,-0.267,41358,46180,29594,65535,22.2,2,-33.9889,151.23154,-33.98890 151.23154,0,333,0.69,6.21,39.9,0.8,11.07,1.67,1,1.25,1.656,1,1.25,100.25,-85.41,12.306,0,,-33.98890333,151.2315633,-33.9889033333 151.231563333,333,-81.86358
656,2014-05-23T12:37:18+0000,385,B00000688_21I4N2_20140523_123718,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_656.jpg,g1_a1_sml_656.jpg,2,3,4014,2,1,0.105,-1.299,-0.19,-0.004,-0.903,-0.162,49378,57096,35449,65535,22.2,2,-33.98885,151.23151,-33.98885 151.23151,0,305,1.63,11.38,39.7,1.3,16.6,1.63,1,1.25,1.625,1,1.344,102.77,-86.13,239.58,0,,-33.98884667,151.2314867,-33.9888466667 151.231486667,305,-81.86358
657,2014-05-23T12:37:25+0000,392,B00000689_21I4N2_20140523_123725,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_657.jpg,g1_a1_sml_657.jpg,2,3,4014,2,1,0.304,-1.178,-0.274,-0.121,-0.924,-0.142,63385,65535,47209,65535,22.2,2,-33.98879,151.23141,-33.98879 151.23141,0,344,0.99,6.92,38.6,1.1,12.06,1.6,1,1.25,1.625,1,1.563,104.17,-86.89,235.15,0,,-33.98875333,151.2314233,-33.9887533333 151.231423333,343,-82.67585
659,2014-05-23T12:37:40+0000,407,B00000691_21I4N2_20140523_123739,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_659.jpg,g1_a1_sml_659.jpg,2,1,4014,2,1,0.01,-0.66,-0.216,-0.134,-0.925,-0.155,51229,56028,33922,65535,33,2,-33.98862,151.23135,-33.98862 151.23135,0,0,0.97,7.78,40.6,1.5,15,1.5,1,1.25,1.625,1,1.75,105.29,-86.36,234.21,0,,-33.98865333,151.23137,-33.9886533333 151.23137,0,-82.67585
660,2014-05-23T12:37:48+0000,415,B00000692_21I4N2_20140523_123747,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_660.jpg,g1_a1_sml_660.jpg,2,1,4014,2,1,0.062,-0.961,-0.226,-0.11,-0.913,-0.117,59081,65155,39917,65535,33,2,-33.98855,151.23135,-33.98855 151.23135,0,0,0.37,3.34,40.8,0.8,13.16,1.49,1,1.25,1.625,1,1.75,104.31,-85.58,245.56,0,,-33.98856333,151.23135,-33.9885633333 151.23135,0,-82.67585
661,2014-05-23T12:37:57+0000,424,B00000693_21I4N2_20140523_123756,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_661.jpg,g1_a1_sml_661.jpg,2,1,4014,2,1,0.304,-1.175,-0.254,0.097,-0.842,-0.11,65535,65535,56442,65535,33,2,-33.98852,151.23135,-33.98852 151.23135,0,180,0.48,3.34,40,1.1,10.9,1.46,1,1.25,1.688,1,1.281,96.354,-85.82,359.75,0,,-33.98854,151.23135,-33.98854 151.23135,180,-82.67585
662,2014-05-23T12:38:04+0000,431,B00000694_21I4N2_20140523_123804,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_662.jpg,g1_a1_sml_662.jpg,2,1,4014,2,0,0.071,-0.997,-0.072,0.079,-0.866,-0.268,47439,53631,38808,65535,33,2,-33.98855,151.23135,-33.98855 151.23135,0,0,0.25,2.22,39,0.3,20.06,1.49,1,1.25,1.688,1,1.219,94.015,-87.73,15.622,0,,-33.98851,151.23135,-33.98851 151.23135,0,-82.67585
664,2014-05-23T12:38:21+0000,448,B00000696_21I4N2_20140523_123820,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_664.jpg,g1_a1_sml_664.jpg,2,3,4014,2,1,0.106,-0.862,-0.064,-0.315,-0.922,-0.227,38727,41752,24197,65535,33,2,-33.98846,151.23135,-33.98846 151.23135,0,37,1.53,15.32,37.5,0.9,13.66,1.58,1,1.25,1.531,1,1.5,94.928,-85.6,284.61,0,,-33.98845333,151.2313833,-33.9884533333 151.231383333,37,-82.67585
665,2014-05-23T12:38:31+0000,458,B00000697_21I4N2_20140523_123830,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_665.jpg,g1_a1_sml_665.jpg,2,1,4014,2,1,0.07,-0.925,-0.19,-0.355,-0.91,-0.265,37168,39392,23660,65535,36.3,2,-33.98835,151.23145,-33.98835 151.23145,0,96,1.13,10.2,38.4,1.6,15.73,1.7,2,1.25,1.531,1,1.75,95.891,-86.07,288.18,0,,-33.98839,151.2314533,-33.98839 151.231453333,96,-82.67585
666,2014-05-23T12:38:40+0000,467,B00000698_21I4N2_20140523_123839,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_666.jpg,g1_a1_sml_666.jpg,2,1,4014,2,1,0.06,-0.944,-0.043,-0.31,-0.878,-0.502,37701,37746,22867,65535,36.3,2,-33.98836,151.23156,-33.98836 151.23156,0,291,0.37,2.98,39.1,0.9,14.17,1.81,1,1.25,1.438,1,1.688,90.437,-87.27,321.07,0,,-33.98831667,151.2315633,-33.9883166667 151.231563333,39,-82.67585
669,2014-05-23T12:39:04+0000,491,B00000701_21I4N2_20140523_123903,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_669.jpg,g1_a1_sml_669.jpg,2,1,4014,2,1,-0.027,-1,0.264,-0.227,-0.904,-0.427,42887,39451,25216,65535,36.3,2,-33.98824,151.23168,-33.98824 151.23168,0,221,0.75,17.94,38.8,1.2,38.31,1.7,2,1.25,1.438,1,1.563,80.991,-90.17,331.63,0,,-33.98832,151.2315967,-33.98832 151.231596667,221,-82.67585
670,2014-05-23T12:39:28+0000,515,B00000702_21I4N2_20140523_123927,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_670.jpg,g1_a1_sml_670.jpg,2,1,4014,2,0,-0.018,-1.042,0.212,-0.249,-0.907,-0.403,40378,38708,25240,65535,36.3,2,-33.98836,151.23155,-33.98836 151.23155,0,0,0,0,39.2,0.8,15.96,1.98,2,1.25,1.406,1,1.563,80.804,-89.67,337.35,2,,-33.98832,151.2315933,-33.98832 151.231593333,0,-82.67585
672,2014-05-23T12:39:31+0000,518,B00000704_21I4N2_20140523_123930,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_672.jpg,g1_a1_sml_672.jpg,2,1,4014,2,0,-0.018,-1.042,0.212,-0.249,-0.907,-0.403,40378,38708,25240,65535,36.3,2,-33.98836,151.23155,-33.98836 151.23155,0,0,0,0,39.2,0.8,15.96,1.98,2,1.25,1.406,1,1.563,80.859,-89.65,336.53,2,,-33.98836,151.23155,-33.98836 151.23155,0,-82.67585
674,2014-05-23T12:39:32+0000,519,B00000706_21I4N2_20140523_123931,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_674.jpg,g1_a1_sml_674.jpg,2,1,4014,2,0,-0.018,-1.042,0.212,-0.249,-0.907,-0.403,40378,38708,25240,65535,36.3,2,-33.98836,151.23155,-33.98836 151.23155,0,0,0,0,39.2,0.8,15.96,1.98,2,1.25,1.406,1,1.563,80.837,-89.67,336.15,2,,-33.98836,151.23155,-33.98836 151.23155,0,-82.67585
677,2014-05-23T12:39:35+0000,522,B00000709_21I4N2_20140523_123933,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_677.jpg,g1_a1_sml_677.jpg,2,1,4014,2,0,-0.018,-1.042,0.212,-0.249,-0.907,-0.403,40378,38708,25240,65535,36.3,2,-33.98836,151.23155,-33.98836 151.23155,0,90,0.92,7.38,39.2,0.8,15.96,1.98,2,1.25,1.406,1,1.406,80.369,-89.67,312.21,2,,-33.98833,151.23151,-33.98833 151.23151,312,-82.67585
681,2014-05-23T12:40:18+0000,565,B00000713_21I4N2_20140523_124018,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_681.jpg,g1_a1_sml_681.jpg,2,3,4014,2,1,-0.027,-1.061,-0.188,0.046,-0.876,-0.177,53917,61469,42607,65535,36.3,2,-33.98827,151.23143,-33.98827 151.23143,0,312,1.66,14.92,41.4,1.2,21.34,2.12,1,1.31,1.625,1,1.25,97.76,-86.33,239.41,0,,-33.98827,151.23143,-33.98827 151.23143,312,-84.31216
682,2014-05-23T12:40:27+0000,574,B00000714_21I4N2_20140523_124026,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_682.jpg,g1_a1_sml_682.jpg,2,2,4014,2,1,0.157,-0.814,-0.211,-0.116,-0.899,-0.07,65535,65535,63877,65535,36.3,2,-33.98818,151.23131,-33.98818 151.23131,0,330,1.14,20.48,42.8,1.2,13.71,2.07,1,1.25,1.625,1,1.25,96.817,-84.52,261.99,0,,-33.98815667,151.2313133,-33.9881566667 151.231313333,330,-87.63187
686,2014-05-23T12:40:49+0000,596,B00000718_21I4N2_20140523_124048,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_686.jpg,g1_a1_sml_686.jpg,2,2,4014,2,1,0.157,-0.814,-0.211,-0.116,-0.899,-0.07,65535,65535,55973,65535,36.3,2,-33.98802,151.2312,-33.98802 151.23120,0,0,0.09,0.09,42.6,0.2,22,2.08,1,1.25,1.625,1,1.25,95.026,-83.86,268.47,2,,-33.98807333,151.2312367,-33.9880733333 151.231236667,0,-91.86979
688,2014-05-23T12:40:51+0000,598,B00000720_21I4N2_20140523_124050,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_688.jpg,g1_a1_sml_688.jpg,2,2,4014,2,1,0.157,-0.814,-0.211,-0.116,-0.899,-0.07,65535,65535,55973,65535,36.3,2,-33.98802,151.2312,-33.98802 151.23120,0,0,0.04,0.09,42.6,0.2,22,2.08,1,1.25,1.625,1,1.25,94.804,-83.88,263.25,2,,-33.98802,151.23122,-33.98802 151.23122,90,-95.33076
692,2014-05-23T12:41:03+0000,610,B00000724_21I4N2_20140523_124103,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_692.jpg,g1_a1_sml_692.jpg,2,2,4014,2,1,0.107,-1.049,-0.056,-0.251,-0.879,-0.038,64784,65535,61079,65535,35.2,2,-33.98802,151.23126,-33.98802 151.23126,0,28,0.48,3.81,45.6,1.4,12.8,1.9,1,1.25,1.625,1,1.188,89.642,-84.82,268.43,0,,-33.98801,151.2312467,-33.98801 151.231246667,28,-94.45963
693,2014-05-23T12:41:11+0000,618,B00000725_21I4N2_20140523_124111,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_693.jpg,g1_a1_sml_693.jpg,2,1,4014,2,1,0.193,-1.021,-0.126,-0.012,-0.878,-0.098,49204,61668,42297,65535,35.2,2,-33.98799,151.23128,-33.98799 151.23128,0,103,0.68,4.74,43.2,1.5,20.18,1.94,2,1.25,1.594,1,1.125,88.191,-84.53,347.01,0,,-33.98800333,151.23129,-33.9880033333 151.23129,103,-93.59243
694,2014-05-23T12:41:18+0000,625,B00000726_21I4N2_20140523_124118,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_694.jpg,g1_a1_sml_694.jpg,2,1,4014,2,1,-0.066,-0.83,-0.247,-0.142,-0.869,-0.012,65535,65535,65535,65535,35.2,2,-33.988,151.23133,-33.98800 151.23133,0,35,1.06,28.65,41.4,0.7,15.94,1.77,1,1.25,1.563,1,1.156,89.076,-88.87,279.48,0,,-33.98792667,151.2313733,-33.9879266667 151.231373333,35,-96.20582
695,2014-05-23T12:41:45+0000,652,B00000727_21I4N2_20140523_124145,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_695.jpg,g1_a1_sml_695.jpg,2,1,4014,2,1,0.07,-0.767,0.109,-0.328,-0.894,-0.078,55479,65535,48376,65535,35.2,2,-33.98779,151.23151,-33.98779 151.23151,0,0,0,0,38.4,0.8,16.14,1.81,2,1.25,1.5,1,1.219,90.313,-99.23,306.2,2,,-33.98786,151.23145,-33.98786 151.23145,0,-97.08479
698,2014-05-23T12:41:49+0000,656,B00000730_21I4N2_20140523_124148,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_698.jpg,g1_a1_sml_698.jpg,2,1,4014,2,1,0.07,-0.767,0.109,-0.328,-0.894,-0.078,55479,65535,48376,65535,35.2,2,-33.98779,151.23151,-33.98779 151.23151,0,0,0,0,38.4,0.8,16.14,1.81,1,1.25,1.406,1,1.219,90.247,-99.17,64.531,2,,-33.98779,151.23151,-33.98779 151.23151,0,-96.20582
700,2014-05-23T12:41:51+0000,658,B00000732_21I4N2_20140523_124150,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_700.jpg,g1_a1_sml_700.jpg,2,1,4014,2,1,0.07,-0.767,0.109,-0.328,-0.894,-0.078,55479,65535,48376,65535,35.2,2,-33.98779,151.23151,-33.98779 151.23151,0,0,0,0,38.4,0.8,16.14,1.81,2,1.25,1.406,1,1.219,90.252,-99.19,37.95,2,,-33.98779,151.23151,-33.98779 151.23151,0,-96.20582
703,2014-05-23T12:41:53+0000,660,B00000735_21I4N2_20140523_124153,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_703.jpg,g1_a1_sml_703.jpg,2,2,4014,2,1,0.07,-0.767,0.109,-0.328,-0.894,-0.078,55479,65535,48376,65535,35.2,2,-33.98779,151.23151,-33.98779 151.23151,0,328,1.16,10.48,38.4,0.8,16.14,1.81,2,1.25,1.406,1,1.344,90.405,-98.68,46.231,2,,-33.98776,151.23149,-33.98776 151.23149,331,-97.08479
705,2014-05-23T12:42:09+0000,676,B00000737_21I4N2_20140523_124209,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_705.jpg,g1_a1_sml_705.jpg,2,1,4014,2,1,-0.195,-0.98,-0.117,-0.051,-0.893,-0.302,27918,26651,16966,59570,40.3,2,-33.9877,151.23145,-33.98770 151.23145,0,0,0.22,2.22,35.9,1.4,15.26,1.7,5,1.25,1.406,1,1.344,94.923,-100.9,36.536,0,,-33.98772333,151.23147,-33.9877233333 151.23147,0,-97.08479
706,2014-05-23T12:42:19+0000,686,B00000738_21I4N2_20140523_124218,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_706.jpg,g1_a1_sml_706.jpg,2,1,4014,2,1,-0.145,-1.057,-0.072,-0.066,-0.9,-0.217,31879,34636,22156,65535,40.3,2,-33.98768,151.23145,-33.98768 151.23145,0,5,0.45,8.94,36.2,1.6,12.88,1.72,3,1.25,1.406,1,1.344,92.939,-100.6,36.157,0,,-33.98766,151.2314533,-33.98766 151.231453333,5,-98.85452
708,2014-05-23T12:42:40+0000,707,B00000740_21I4N2_20140523_124239,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_708.jpg,g1_a1_sml_708.jpg,2,1,4014,2,1,-0.145,-1.057,-0.072,-0.066,-0.9,-0.217,65535,65535,51273,65535,40.3,2,-33.9876,151.23146,-33.98760 151.23146,0,0,0,0,33.7,0.5,15.36,1.75,1,1.25,1.5,1,1.313,98.255,-97.98,71.828,2,,-33.98762667,151.2314567,-33.9876266667 151.231456667,0,-98.85452
709,2014-05-23T12:42:40+0000,707,B00000741_21I4N2_20140523_124240,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_709.jpg,g1_a1_sml_709.jpg,2,1,4014,2,1,-0.145,-1.057,-0.072,-0.066,-0.9,-0.217,65535,65535,51273,65535,40.3,2,-33.9876,151.23146,-33.98760 151.23146,0,0,0,0,33.7,0.5,15.36,1.75,1,1.25,1.5,1,1.313,98.355,-97.84,70.337,2,,-33.9876,151.23146,-33.9876 151.23146,0,-98.85452
710,2014-05-23T12:42:41+0000,708,B00000742_21I4N2_20140523_124241,https://googledrive.com/host/0ByZPttHNHiZ0NE5kNWZIajNxWlE/g1_a1_sml_710.jpg,g1_a1_sml_710.jpg,2,1,4014,2,1,-0.145,-1.057,-0.072,-0.066,-0.9,-0.217,65535,65535,51273,65535,40.3,2,-33.9876,151.23146,-33.98760 151.23146,0,0,0,0,33.7,0.5,15.36,1.75,1,1.25,1.5,1,1.281,98.4,-97.67,68.07,2,,-33.9876,151.23145,-33.9876 151.23145,269,-98.85452
